

Opponent career totals against Dallas (since 95-96)

For games from 95-96 through 03-04.
Note: the program can't distinguish from players with the same
first and last name (ie, Charles Smith) so their stats are combined
The totals lines, obviously, mean nothing.


Player          GP  MIN  AVG  FGM-FGA   PCT  3PM-3PA   PCT   FTM-FTA   PCT
Ed Pinckney      15.50   1.50   2.50   0.00   0.00   1.50   2.00   4.50
Scottie Pippen   34.32   5.12  11.80   1.08   3.56   2.32   2.92  13.64
Zoran Planinic    1.00   0.00   0.00   0.00   0.00   1.00   2.00   1.00
Scot Pollard     14.93   1.80   4.07   0.00   0.00   0.93   1.47   4.53
Olden Polynice   26.76   4.33   8.81   0.05   0.05   0.67   2.05   9.38
Mark Pope        15.33   1.33   1.33   0.00   0.00   1.00   1.33   3.67
Chris Porter     16.67   3.00   6.00   0.00   0.33   3.00   3.67   9.00
Terry Porter     24.64   3.18   7.59   1.27   3.09   1.86   2.27   9.50
James Posey      27.47   3.84   8.79   1.11   3.05   1.89   2.26  10.68
Lavor Postell     6.67   1.00   2.67   0.00   0.00   1.67   2.00   3.67
V. Potapenko     20.57   3.57   6.64   0.00   0.00   1.71   2.29   8.86
Brent Price      14.83   2.00   4.25   1.25   2.33   0.42   0.50   5.67
Mark Price       26.00   4.50   8.50   2.50   5.00   2.00   2.25  13.50
Tayshaun Prince  25.25   3.75   6.50   1.25   2.25   0.75   1.00   9.50
Laron Profit     23.00   4.00  10.00   1.00   2.00   0.00   0.00   9.00
Joel Przybilla    9.00   1.00   2.00   0.00   0.00   0.00   0.00   2.00
Dino Radja       40.33   9.33  16.67   0.00   0.00   4.00   5.00  22.67
V. Radmanovic    26.71   3.14   8.71   1.29   3.43   0.71   1.43   8.29
Igor Rakocevic    7.67   0.33   1.00   0.33   1.00   1.33   1.33   2.33
Zach Randolph    23.70   5.10   8.60   0.00   0.10   3.10   4.10  13.30
Theo Ratliff     25.77   4.00   6.62   0.00   0.00   1.92   2.77   9.92
Zeljko Rebraca   17.25   3.25   5.75   0.00   0.00   0.50   0.50   7.00
E. Recasner      19.25   2.38   5.00   1.25   2.88   0.50   0.50   6.50
Michael Redd     32.67   6.33  12.33   3.17   5.33   1.33   1.50  17.17
Bryant Reeves    29.38   4.71  10.95   0.00   0.10   1.95   2.71  11.38
Khalid Reeves    22.00   3.00   8.00   1.67   4.67   2.00   2.00   9.67
Don Reid         15.89   2.11   3.44   0.00   0.00   1.00   1.78   5.22
J.R. Reid        19.57   3.14   5.86   0.00   0.00   2.00   2.86   8.29
E. Rentzias       5.00   1.00   2.00   0.00   0.00   0.00   0.00   2.00
Shawn Respert    14.75   2.00   5.00   0.75   2.00   0.75   0.75   5.50
Rodrick Rhodes   16.33   1.17   5.83   0.00   0.33   2.00   2.83   4.33
Glen Rice        34.21   5.84  13.16   1.42   4.37   2.95   3.47  16.05
J. Richardson    37.18   7.55  17.09   1.82   5.09   2.09   3.09  19.00
N. Richardson     1.00   0.00   1.00   0.00   0.00   0.00   0.00   0.00
Pooh Richardson  23.36   3.55   7.82   1.18   3.09   0.27   0.36   8.55
Q. Richardson    31.15   5.92  14.38   1.85   5.38   1.77   2.46  15.46
Mitch Richmond   31.76   6.12  13.65   1.59   4.18   4.65   5.24  18.47
Isaiah Rider     30.71   7.29  15.33   1.48   3.67   2.33   2.90  18.38
Luke Ridnour     16.50   3.00   4.75   0.25   0.50   0.00   0.00   6.25
Eric Riley       21.00   1.00   4.00   0.00   1.00   0.00   0.00   2.00
Doc Rivers       15.75   1.75   4.50   1.25   2.25   0.00   0.00   4.75
Fred Roberts      9.00   2.00   3.50   0.00   0.00   0.50   0.50   4.50
Stanley Roberts  16.60   3.10   7.00   0.00   0.00   1.80   3.30   8.00
Alvin Robertson  30.00   4.50   8.50   0.00   0.50   2.00   2.50  11.00
C. Robinson      36.06   6.44  14.09   1.53   3.97   2.88   3.81  17.28
Chris Robinson   26.25   4.75   8.25   1.75   3.75   0.25   0.75  11.50
David Robinson   30.85   6.38  11.42   0.04   0.08   5.31   7.38  18.12
Eddie Robinson   21.60   3.00   7.40   0.00   0.00   0.60   0.80   6.60
Glenn Robinson   38.20   7.93  18.40   1.00   3.40   2.33   3.07  19.20
James Robinson   19.73   3.73   7.87   1.27   3.53   0.67   1.13   9.40
Larry Robinson    1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Rumeal Robinson  11.57   1.14   3.14   0.29   1.29   0.43   1.00   3.00
Dennis Rodman    32.67   0.83   5.00   0.00   0.33   2.17   3.33   3.83
Lou Roe           1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Carlos Rogers    16.62   2.50   4.88   0.12   0.25   0.12   0.50   5.25
Rodney Rogers    29.57   4.57  10.70   0.53   2.27   1.93   2.77  11.60
Roy Rogers       18.80   3.20   4.80   0.00   0.00   0.20   0.40   6.60
Sean Rooks       13.14   1.45   3.41   0.00   0.05   0.82   1.05   3.73
Jalen Rose       28.94   5.72  11.50   0.83   2.33   3.22   3.83  15.50
Malik Rose       20.12   3.00   6.71   0.00   0.08   3.29   4.29   9.29
Donald Royal     20.00   1.00   3.00   0.00   0.00   2.00   2.00   4.00
Clifford Rozier  13.25   1.50   2.25   0.00   0.00   0.50   1.00   3.50
Michael Ruffin   19.00   1.20   3.20   0.00   0.00   0.60   1.20   3.00
Trevor Ruffin    36.00   8.00  14.00   4.00   7.00   1.00   3.00  21.00
Kareem Rush      12.75   2.25   5.50   0.38   1.62   0.38   0.75   5.25
Bryon Russell    28.56   3.31   8.03   1.00   2.91   1.88   2.59   9.50
Arvydas Sabonis  23.05   5.47   9.16   0.42   0.84   2.53   3.42  13.89
John Salley       3.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
John Salmons     21.50   2.50   5.25   1.25   2.00   1.00   1.25   7.25
Kevin Salvadori  18.00   0.00   3.00   0.00   0.00   0.00   0.00   0.00
Soumalia Samake   4.50   1.50   2.00   0.00   0.00   0.00   0.00   3.00
Pepe Sanchez      9.00   1.00   3.00   0.00   1.00   0.00   0.00   2.00
Daniel Santiago  23.00   3.00   3.00   0.00   0.00   3.00   4.00   9.00
Jason Sasser      3.00   0.00   1.00   0.00   0.00   0.00   0.00   0.00
Jeryl Sasser     18.00   0.50   2.50   0.00   0.00   0.50   1.00   1.50
K. Satterfield    6.50   0.50   1.50   0.00   0.00   0.50   1.00   1.50
Predrag Savovic   9.00   2.00   5.00   0.00   1.00   1.00   1.00   5.00
B. Scalabrine    10.00   1.33   3.00   0.00   0.33   0.67   0.67   3.33
Danny Schayes    19.75   1.50   3.75   0.00   0.00   0.50   1.00   3.50
Steve Scheffler   2.00   1.00   1.00   0.00   0.00   0.00   0.00   2.00
Detlef Schrempf  29.47   4.76  10.41   0.65   1.94   3.24   3.94  13.41
Brent Scott       7.00   1.00   1.00   0.00   0.00   0.00   0.00   2.00
Byron Scott      23.88   3.25   7.12   1.12   2.12   2.00   2.50   9.62
Dennis Scott     26.27   3.45   8.09   1.45   3.55   2.00   2.27  10.36
James Scott       4.00   0.00   1.00   0.00   1.00   0.00   0.00   0.00
Malik Sealy      25.07   4.57   9.79   0.50   1.57   1.64   2.14  11.29
Rony Seikaly     31.20   5.80  12.20   0.00   0.20   3.80   4.80  15.40
Ansu Sesay       18.17   3.17   6.67   0.00   0.50   0.67   1.33   7.00
Brian Shaw       18.68   2.11   4.89   0.47   1.21   0.21   0.37   4.89
Bobby Simmons    19.40   2.40   5.40   0.00   0.00   2.40   3.00   7.20
Lionel Simmons   19.25   1.75   5.00   0.00   0.75   1.75   2.50   5.25
Dickey Simpkins  14.86   2.29   4.29   0.00   0.00   0.86   1.86   5.43
Brian Skinner    13.73   2.09   3.82   0.00   0.00   1.18   1.91   5.36
Reggie Slater    12.00   2.00   3.71   0.00   0.00   1.00   2.00   5.00
Tamar Slay        1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Charles Smith    11.40   2.00   4.20   0.20   0.70   0.70   1.20   4.90
Doug Smith        3.00   0.00   1.00   0.00   0.00   0.00   0.00   0.00
Jabari Smith      1.50   0.50   0.50   0.00   0.00   0.00   0.00   1.00
Joe Smith        33.04   6.38  13.04   0.04   0.12   2.92   3.71  15.71
Kenny Smith      19.67   2.67   5.83   1.67   3.33   1.67   1.83   8.67
Michael Smith    23.36   1.71   3.43   0.00   0.00   1.14   2.21   4.57
Steve Smith      31.00   4.55   9.55   1.32   3.68   2.59   2.91  13.00
Tony Smith       20.80   1.80   4.40   0.80   2.20   0.00   0.00   4.40
Rik Smits        28.80   5.40  15.00   0.00   0.00   3.20   3.40  14.00
Eric Snow        27.42   2.17   5.00   0.00   0.25   2.08   2.67   6.42
Will Solomon     15.50   2.50   5.50   1.50   4.50   0.50   0.50   7.00
Darius Songaila  15.75   2.25   5.75   0.00   0.00   1.75   2.25   6.25
Elmore Spencer    3.67   0.67   0.67   0.00   0.00   0.00   0.00   1.33
Felton Spencer   16.57   1.64   3.57   0.00   0.00   1.43   2.29   4.71
L. Sprewell      40.52   7.76  16.95   1.57   4.33   3.67   4.29  20.76
J. Stackhouse    37.69   7.69  18.81   1.62   4.88   5.62   6.75  22.62
John Starks      28.65   4.47  11.71   1.35   4.47   1.18   1.41  11.47
V. Stepania      14.09   2.00   3.91   0.00   0.09   0.73   1.55   4.73
D. Stevenson     23.45   3.27   8.82   0.18   1.00   1.55   2.27   8.27
Larry Stewart     4.67   0.33   0.33   0.00   0.00   0.00   0.00   0.67
Michael Stewart  11.43   0.71   1.86   0.00   0.00   0.29   0.86   1.71
Bryant Stith     29.22   3.89   9.22   0.67   2.33   1.94   2.50  10.39
John Stockton    32.00   4.90   9.93   0.90   1.97   2.73   3.17  13.43
P. Stojakovic    34.13   6.61  14.26   2.09   5.04   3.35   3.96  18.65
D. Stoudamire    33.10   4.65  11.90   1.48   4.00   2.32   2.87  13.19
A. Stoudemire    33.62   5.12  10.50   0.00   0.12   4.12   5.62  14.38
E. Strickland    22.17   2.50   8.00   0.83   4.00   1.50   1.83   7.33
Mark Strickland  13.91   2.27   4.82   0.00   0.09   1.00   1.64   5.55
Rod Strickland   30.71   5.14  12.21   0.14   0.64   3.29   5.00  13.71
Derek Strong     19.71   2.71   7.57   0.00   0.43   3.29   3.86   8.71
Bruno Sundov     13.50   1.00   3.00   0.00   0.50   0.00   0.00   2.00
Bob Sura         26.00   3.33   7.61   0.72   2.17   2.67   3.44  10.06
Mike Sweetney     3.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Stromile Swift   20.07   2.67   6.67   0.00   0.07   2.60   3.40   7.93
Brett Szabo       6.00   0.00   0.50   0.00   0.00   0.50   1.00   0.50
W. Szczerbiak    37.00   6.88  12.69   1.19   2.56   2.75   3.00  17.69
Zan Tabak        28.60   4.40   6.80   0.00   0.00   2.00   3.60  10.80
Dragan Tarlac    12.00   0.50   0.50   0.00   0.00   1.50   2.00   2.50
Johnny Taylor    13.00   2.50   4.50   0.50   2.00   0.00   0.00   5.50
Maurice Taylor   26.30   4.55  10.90   0.00   0.10   2.35   3.25  11.45
Jason Terry      38.11   6.89  16.22   2.00   5.78   3.33   4.33  19.11
Carl Thomas       1.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Etan Thomas       9.50   0.00   1.50   0.00   0.00   2.00   2.00   2.00
Jamel Thomas      9.00   0.00   1.00   0.00   0.00   0.00   0.00   0.00
John Thomas      12.00   2.00   4.00   0.00   0.00   2.00   2.00   6.00
Kenny Thomas     27.08   3.25   7.08   0.25   0.58   3.00   4.33   9.75
Kurt Thomas      24.62   5.23   9.38   0.00   0.08   2.08   2.92  12.54
Tim Thomas       30.18   5.55  12.82   1.55   3.73   2.45   2.82  15.09
Brooks Thompson   8.75   1.50   3.00   0.75   2.25   0.00   0.00   3.75
L. Thompson       4.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Otis Thorpe      31.40   5.20   9.30   0.00   0.00   2.10   2.80  12.50
Sedale Threatt   20.60   2.20   4.80   0.60   1.60   0.00   0.00   5.00
Jamaal Tinsley   37.83   4.50  10.83   1.67   4.83   1.50   2.33  12.17
Wayman Tisdale   20.62   5.62  10.88   0.00   0.00   1.00   1.25  12.25
Oscar Torres      9.50   0.75   2.25   0.00   0.75   0.00   0.00   1.50
Keith Tower       9.33   0.33   1.00   0.00   0.00   0.33   1.33   1.00
Robert Traylor   10.62   1.25   3.12   0.00   0.12   1.25   1.88   3.75
Gary Trent       20.05   3.84   6.74   0.05   0.21   1.95   2.74   9.68
Jeff Trepagnier   7.00   0.00   1.00   0.00   0.00   1.00   1.00   1.00
C. Trybanski      5.00   0.00   0.00   0.00   0.00   0.00   1.00   0.00
Jake Tsakalidis  20.43   2.71   5.57   0.00   0.00   3.14   3.57   8.57
N. Tskitishvili  18.60   2.60   6.80   0.80   2.00   0.60   0.80   6.60
Mirsad Turkcan    9.00   1.00   4.00   0.00   0.00   0.00   0.00   2.00
H. Turkoglu      22.50   3.50   7.50   0.79   1.93   2.00   3.00   9.79
Jeff Turner      19.00   2.00   7.00   1.00   4.00   0.00   0.00   5.00
Ime Udoka        11.00   1.00   4.00   0.00   0.00   2.00   4.00   4.00
Nick Van_Exel    35.00   6.25  14.62   2.04   5.46   1.33   1.67  15.88
Keith Van_Horn   32.50   6.50  13.20   0.90   2.70   2.80   3.20  16.70
David Vaughn     11.20   1.40   3.40   0.00   0.00   0.00   0.00   2.80
Jacque Vaughn    16.69   2.44   4.50   0.31   0.50   0.56   0.69   5.75
Loy Vaught       36.50   6.62  12.75   0.00   0.12   1.12   1.75  14.38
Vander Velden     2.00   1.00   2.00   0.00   1.00   0.00   0.00   2.00
Fred Vinson       7.50   1.50   2.00   0.50   1.00   0.00   0.00   3.50
Jake Voskuhl     15.75   1.38   2.50   0.00   0.00   0.50   1.50   3.25
S. Vrankovic     14.00   2.33   3.33   0.00   0.00   0.00   0.00   4.67
Dwyane Wade      40.00   8.00  17.00   2.00   4.00   6.00   8.00  24.00
Dajuan Wagner    14.50   1.50   7.50   0.00   2.00   1.00   1.00   4.00
Antoine Walker   37.67   6.58  16.58   1.00   3.83   2.50   4.08  16.67
Samaki Walker    14.00   1.60   3.27   0.00   0.00   0.87   1.20   4.07
Ben Wallace      28.67   2.67   5.25   0.00   0.00   1.33   2.67   6.67
Gerald Wallace    9.50   2.00   3.17   0.00   0.00   0.33   0.50   4.33
John Wallace     19.50   4.00   7.38   0.12   0.12   1.12   1.75   9.25
Rasheed Wallace  33.97   6.93  12.67   0.67   1.90   2.57   3.70  17.10
Rex Walters       8.17   0.67   1.83   0.50   1.00   0.67   1.00   3.17
Luke Walton      11.33   1.00   2.33   0.33   0.33   0.00   0.00   2.33
Charlie Ward     19.86   1.93   4.21   1.07   2.50   0.14   0.21   5.07
Eric Washington  16.75   2.00   4.50   0.75   1.75   0.75   0.75   5.50
Earl Watson      17.64   1.82   4.45   0.36   1.18   1.45   2.09   5.45
C. Weatherspoon  28.44   3.22   7.56   0.00   0.00   1.78   2.28   8.22
Spud Webb        13.50   1.75   5.00   0.50   1.50   1.00   1.25   5.00
Chris Webber     38.55   9.27  17.55   0.36   0.86   2.64   4.64  21.55
Bonzi Wells      27.05   5.47  11.58   0.21   1.32   2.42   3.95  13.58
Jiri Welsch      13.60   2.40   4.80   0.80   1.40   0.40   0.40   6.00
Bill Wennington  11.71   1.43   3.00   0.00   0.00   0.29   0.29   3.14
David Wesley     33.58   6.50  13.67   2.00   4.08   3.33   3.92  18.33
David West       12.00   1.50   2.00   0.00   0.00   2.00   3.00   5.00
Doug West        20.36   1.45   4.55   0.00   0.18   1.36   1.73   4.27
Mark West         5.75   0.50   0.75   0.00   0.00   0.00   0.00   1.00
DeJuan Wheat      9.33   2.00   4.67   0.67   1.33   0.00   0.00   4.67
Jahidi White     18.83   3.17   5.17   0.00   0.00   2.67   4.00   9.00
Rodney White     21.88   5.25   9.62   0.75   2.12   0.62   0.75  11.88
D. Whiteside      3.00   0.00   1.00   0.00   1.00   0.00   0.00   0.00
Chris Whitney    19.93   2.80   6.73   1.13   3.20   1.07   1.13   7.80
Chris Wilcox     17.33   4.00   5.50   0.00   0.00   1.50   3.83   9.50
D. Wilkins       27.60   6.60  13.80   1.40   3.60   3.60   4.20  18.20
Gerald Wilkins   25.00   4.20  11.20   0.80   3.00   1.00   1.60  10.20
Mike Wilks       11.50   1.75   4.75   0.25   0.75   0.50   1.00   4.25
Aaron Williams   14.73   1.80   3.47   0.00   0.00   1.13   1.53   4.73
Alvin Williams   27.70   4.20  10.20   0.40   1.50   1.10   1.40   9.90
Brian Williams   32.75   7.75  12.50   0.00   0.00   3.00   3.75  18.50
Buck Williams    19.75   3.88   6.12   0.12   0.12   1.38   2.12   9.25
Eric Williams    24.36   2.36   5.93   0.14   0.64   3.21   4.36   8.07
Frank Williams    6.00   1.50   3.50   0.50   0.50   0.00   0.00   3.50
Herb Williams    25.00   3.00   6.50   0.00   0.00   0.00   0.00   6.00
Jason Williams   30.78   4.70  11.91   1.48   5.61   1.17   1.39  12.04
Jay Williams     34.50   3.50  10.50   1.00   3.50   1.00   2.00   9.00
Jayson Williams  31.33   4.83  11.17   0.17   0.33   0.83   1.33  10.50
Jerome Williams  21.58   2.67   5.08   0.00   0.00   1.92   2.83   7.25
John Williams    22.00   2.00   4.18   0.00   0.00   1.36   1.91   5.36
L. Williams      12.00   1.00   2.00   0.00   0.00   0.00   0.00   2.00
M. Williams      12.00   2.75   5.25   1.00   1.75   0.00   0.00   6.50
Monty Williams   17.33   2.67   5.13   0.00   0.00   1.40   2.00   6.73
Reggie Williams  16.50   2.50   5.00   1.00   2.00   0.75   1.00   6.75
S. Williams      19.64   2.00   6.00   0.64   2.91   0.55   0.55   5.18
Scott Williams   15.55   1.45   3.09   0.00   0.00   0.45   0.45   3.36
Travis Williams  11.00   0.00   3.00   0.00   0.00   0.00   0.00   0.00
Walt Williams    25.00   4.60   9.40   1.45   3.80   1.35   1.70  12.00
C. Williamson    26.46   5.33  10.33   0.00   0.12   2.42   3.88  13.08
Kevin Willis     23.20   4.24   8.36   0.00   0.00   1.96   2.28  10.44
D. Willoughby    23.50   4.50  12.00   0.50   4.50   2.50   3.00  12.00
David Wingate    14.11   2.56   4.22   0.67   1.11   0.22   0.67   6.00
D. Wingfield     12.60   2.20   4.20   0.80   1.60   1.60   1.60   6.80
Joe Wolf         18.40   1.80   3.20   0.00   0.20   0.40   0.40   4.00
R. Wolkowyski    16.00   1.00   2.33   0.00   0.00   2.33   2.33   4.33
David Wood        8.33   0.00   1.00   0.00   0.00   1.00   2.00   1.00
Loren Woods       9.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Qyntel Woods      9.14   1.00   2.71   0.14   0.43   0.57   0.86   2.71
H. Workman        9.00   1.00   2.67   0.33   1.33   0.00   0.00   2.33
Lorenzen Wright  22.05   3.23   7.32   0.00   0.00   1.45   2.14   7.91
Sharone Wright   22.50   4.25   9.00   0.00   0.25   3.00   4.75  11.50
V. Yarbrough     27.67   3.00   9.67   0.00   2.33   0.67   0.67   6.67
Wang Zhizhi      11.33   1.33   3.00   0.67   0.67   1.67   3.00   5.00
George Zidek      4.00   1.00   2.00   0.00   0.00   1.00   1.00   3.00
Team Totals       0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Mavs Totals       0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00

Player            OFF    DEF    REB    AST    TO      F     STL     BLK
M. Abdul-Rauf     0.36   1.09   1.45   3.36   1.27   1.55   1.00   0.00
T. Abdul-Wahad    1.50   1.57   3.07   0.93   1.50   2.57   1.00   0.21
S. Abdur-Rahim    3.33   6.04   9.38   2.42   3.08   2.88   0.96   0.75
Michael Adams     1.00   1.00   2.00   4.00   1.00   2.00   2.00   0.00
Rafael Addison    0.50   1.50   2.00   1.00   1.00   2.50   0.00   0.75
C. Alexander      0.75   1.00   1.75   1.00   0.25   1.00   0.25   0.00
Cory Alexander    0.15   2.62   2.77   2.85   2.08   1.77   1.15   0.15
Jerome Allen      0.00   0.67   0.67   0.33   1.33   2.00   0.33   0.33
Malik Allen       1.80   2.80   4.60   0.20   1.20   1.80   0.00   0.60
Ray Allen         1.47   3.24   4.71   4.18   1.94   2.06   1.29   0.24
Derrick Alston    2.00   5.00   7.00   0.00   0.00   1.00   0.00   0.00
Rafer Alston      0.60   1.00   1.60   1.60   0.60   1.60   0.80   0.00
John Amaechi      1.12   1.00   2.12   0.38   1.12   0.62   0.00   0.50
Ashraf Amaya      1.50   2.50   4.00   0.50   1.00   1.50   0.50   0.00
Chris Andersen    1.83   3.00   4.83   0.50   1.33   2.17   0.50   1.17
Derek Anderson    0.61   3.44   4.06   3.67   1.44   2.28   1.28   0.17
Greg Anderson     1.44   2.00   3.44   0.44   0.33   1.33   0.11   0.44
Kenny Anderson    0.62   2.44   3.06   6.94   2.81   2.06   1.75   0.19
Nick Anderson     0.33   3.58   3.92   1.92   1.58   1.33   1.50   0.42
S. Anderson       1.28   3.20   4.48   2.24   1.80   1.92   1.08   0.40
Willie Anderson   2.00   5.00   7.00   3.00   4.00   2.00   5.00   0.00
Chris Anstey      4.50   4.50   9.00   1.00   0.50   3.50   1.50   0.50
Carmelo Anthony   2.50   5.75   8.25   3.25   3.25   3.25   2.00   1.00
Greg Anthony      0.29   1.19   1.48   4.05   1.29   1.71   1.19   0.19
Gilbert Arenas    1.86   4.29   6.14   7.00   3.14   3.57   2.14   0.14
B. Armstrong      0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
B.J. Armstrong    0.00   1.86   1.86   4.00   1.00   1.29   0.57   0.00
D. Armstrong      0.80   2.00   2.80   5.40   2.33   2.13   1.33   0.13
Carlos Arroyo     0.17   1.00   1.17   3.33   1.50   1.67   0.67   0.00
Ron Artest        2.30   4.90   7.20   2.80   3.00   3.10   2.30   1.20
Vincent Askew     1.60   2.00   3.60   3.40   0.80   1.80   0.80   0.20
Keith Askins      0.71   1.71   2.43   1.29   0.29   2.29   0.71   0.00
Chucky Atkins     0.18   1.55   1.73   3.55   1.73   2.09   0.36   0.00
Stacey Augmon     1.77   2.05   3.82   1.50   0.64   1.73   1.05   0.27
Stacy Augmon      2.00   1.00   3.00   1.00   2.00   0.00   0.00   0.00
Isaac Austin      1.38   4.38   5.75   2.38   2.62   1.88   0.50   0.50
Anthony Avent     2.00   2.75   4.75   0.50   1.50   2.25   0.50   0.25
William Avery     0.12   0.50   0.62   1.75   0.50   1.00   0.12   0.00
Dalibor Bagaric   0.00   1.00   1.00   0.67   1.33   1.67   1.67   1.00
Thurl Bailey      1.50   1.50   3.00   1.50   2.00   3.00   0.00   1.00
